Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
marketing-toolkit,The Digital Marketing Toolkits,"<p><strong>Prospect scoring, five outreach scripts, an eight-step production workflow with real timings, six priced packages and the retention behaviours — as tools, not prose.</strong></p>
<h3>The problem</h3>
<p>The operational knowledge for running a marketing service exists — a method for finding prospects, scripts for approaching them, a workflow with real time estimates, priced packages, retention behaviours. It exists as prose you have to re-read every time you need it, which means in practice you re-invent it every month, worse each time.</p>
<p>It deals specifically with:</p>
<ul><li>Prospecting by scrolling until someone looks like they need help</li><li>Outreach messages written fresh each time and sent to nobody twice</li><li>Packages priced without knowing how many hours they contain</li><li>Clients who leave in month four because nothing was built to keep them</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone selling social media management as a service</li><li>Freelancers who can do the work but not find the clients</li><li>Agencies pricing packages by copying a competitor</li></ul>
<h3>What you get</h3>
<ul><li>Prospect Audit — score businesses on four gap signals; the list ranks itself</li><li>Five outreach scripts, generated with the prospect&#39;s own gaps in them</li><li>An eight-step production workflow with real per-step timings</li><li>Six priced packages with the hours each one actually contains</li><li>Three retention behaviours and the four pitfalls that lose accounts</li><li>A content engine: niche scoring and article briefs</li><li>Reporting a client will actually read</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and score ten local businesses in the Prospect Audit.</li><li>Generate outreach for the top three; send it the same day.</li><li>Price from the packages tab, not from what feels askable.</li><li>Deliver against the eight-step workflow and time yourself once.</li><li>Set up the retention behaviours in month one, not month four.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A ranked prospect list rather than a browsing session</li><li>A package price you can hold in a negotiation because you know its hours</li><li>A delivery month that runs on a workflow instead of adrenaline</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting the content produced for them</li><li>Agencies with an established sales system that only need more traffic</li></ul>
<h3>What it cannot do</h3>
<p>The timings are the documented ones, not aspirational. Your first month will be slower; time yourself and replace them.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"social media management, marketing agency, client prospecting, outreach scripts, smma, service packages, content workflow, client retention, freelance marketing, offline",TRUE,Licence,Solo licence,MARKETINGTOOLKIT-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/marketing-toolkit/square.png,1,The Digital Marketing Toolkits — Eight tools for running a marketing service,The Digital Marketing Toolkits — Eight tools for running a marketing…,"Prospect scoring, five outreach scripts, an eight-step production workflow with real timings, six priced packages and the retention behaviours — as tools,…",active
marketing-toolkit,,,,,,,Licence,Studio licence,MARKETINGTOOLKIT-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
marketing-toolkit,,,,,,,Licence,Agency licence,MARKETINGTOOLKIT-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
automation-kits,AI Automation Kits,"<p><strong>A thirty-minute audit script, ten ranked automation templates, a five-part proposal and the ROI arithmetic — as one pipeline instead of six lists.</strong></p>
<h3>The problem</h3>
<p>The highest-ceiling service in this whole field is written down everywhere as separate lists: an audit script, some templates, a proposal format, a pricing table, an ROI calculation. In practice they are one pipeline — the audit produces the kit, the kit produces the price, and the audit and price together produce the proposal. Kept separate, each one is a document you have to interpret under pressure in front of a client.</p>
<p>It deals specifically with:</p>
<ul><li>Discovery calls that wander because there is no audit script</li><li>Recommending automations in the order you happen to think of them</li><li>Pricing a build by guessing at hours instead of at value</li><li>Proposals written the night before, from scratch</li></ul>
<h3>Who it is for</h3>
<ul><li>Consultants selling AI automation to small businesses</li><li>Anyone who can build automations but cannot price them</li><li>Agencies adding an automation line to existing services</li></ul>
<h3>What you get</h3>
<ul><li>A thirty-minute audit you can run live on a call</li><li>Ten automation templates that rank themselves against the audit answers</li><li>A fee that lands in the right band from the audit, not from nerve</li><li>A five-part proposal, already written when the audit finishes</li><li>ROI arithmetic in the client&#39;s own figures</li><li>Systems tab — the stage model, SOPs, value pricing and an MRR tracker for after the first yes</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and run the audit live during the discovery call.</li><li>Let the automations rank themselves; do not re-order them by what you enjoy building.</li><li>Check the fee band against the ROI figure before quoting.</li><li>Generate the five-part proposal and send it within a day.</li><li>Once signed, move to the Systems tab — the second client is where the SOPs start to matter.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A proposal ready before you leave the client&#39;s car park</li><li>A price with an ROI calculation attached to it</li><li>A recurring-revenue plan rather than a series of one-off builds</li></ul>
<h3>Do not buy this if</h3>
<ul><li>People wanting the automations built for them — this scopes and prices them</li><li>Enterprise procurement processes</li></ul>
<h3>What it cannot do</h3>
<p>The ROI is computed from the client&#39;s figures as they gave them. Nothing verifies those, and the proposal says which numbers came from whom.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"ai automation consulting, business audit, automation proposal, roi calculator, value pricing, mrr, small business automation, consulting toolkit, discovery call, offline",TRUE,Licence,Solo licence,AUTOMATIONKITS-SOLO,0,,continue,manual,59,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/automation-kits/square.png,1,"AI Automation Kits — The audit produces the kit, the kit produces the price","AI Automation Kits — The audit produces the kit, the kit produces the…","A thirty-minute audit script, ten ranked automation templates, a five-part proposal and the ROI arithmetic — as one pipeline instead of six lists.",active
automation-kits,,,,,,,Licence,Studio licence,AUTOMATIONKITS-STUDIO,0,,continue,manual,148,FALSE,TRUE,,,,,,
automation-kits,,,,,,,Licence,Agency licence,AUTOMATIONKITS-AGENCY,0,,continue,manual,295,FALSE,TRUE,,,,,,
business-dashboards,Business Dashboard Templates,"<p><strong>Starts from the smallest set of numbers you will realistically write down each week and derives everything else — with the formulas and a spreadsheet to graduate into.</strong></p>
<h3>The problem</h3>
<p>Most dashboard advice lists every metric that exists, which guarantees the dashboard is never built: tracking forty numbers is a bookkeeping project, and you have a business to run. The alternative is to start from what a person will actually write down each week — a handful of figures — and derive as much as possible from those.</p>
<p>It deals specifically with:</p>
<ul><li>Running on the bank balance, which lags reality by a month</li><li>Dashboards abandoned because they needed forty inputs a week</li><li>Metrics with no formula written down, so they change meaning quietly</li><li>Outgrowing the tool and having to start from nothing</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone running a business on the bank balance and a feeling</li><li>Freelancers who want to know whether the month worked before the month ends</li><li>Studios with six revenue lines and no single view</li></ul>
<h3>What you get</h3>
<ul><li>Six templates matched to business type: digital products, agency services, coaching, content, e-commerce, local service</li><li>A weekly input set small enough to actually complete</li><li>Every derived metric shown with its formula and its source</li><li>Trends that need only a few weeks of data before they say anything</li><li>A spreadsheet export, so when you outgrow this page you rebuild it in five minutes</li><li>Nothing uploaded — the figures stay on your machine</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and pick the template closest to your business.</li><li>Fill in one week of real figures. Estimates are fine, mark them as such.</li><li>Do it again next week. Two points is a line; four is a trend.</li><li>Read the formulas next to the derived metrics until you can explain them.</li><li>Export to the spreadsheet when the page stops being enough.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A weekly number-writing habit that takes under ten minutes</li><li>Derived metrics you can explain, because the formula is on screen</li><li>An exit path to a spreadsheet rather than a dead end</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Businesses needing accounting-grade reporting</li><li>Anyone hoping it will pull figures from their bank or Stripe — you type them</li></ul>
<h3>What it cannot do</h3>
<p>Every derived figure shows the formula that produced it and the input it came from. Nothing is estimated behind your back.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"business dashboard, kpi tracking, small business metrics, weekly review, revenue tracking, freelance finances, spreadsheet template, profit tracking, simple analytics, offline",TRUE,Licence,Solo licence,BUSINESSDASHBOARDS-SOLO,0,,continue,manual,29,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/business-dashboards/square.png,1,"Business Dashboard Templates — Ten minutes of figures, one working dashboard","Business Dashboard Templates — Ten minutes of figures, one working…",Starts from the smallest set of numbers you will realistically write down each week and derives everything else — with the formulas and a spreadsheet to…,active
business-dashboards,,,,,,,Licence,Studio licence,BUSINESSDASHBOARDS-STUDIO,0,,continue,manual,73,FALSE,TRUE,,,,,,
business-dashboards,,,,,,,Licence,Agency licence,BUSINESSDASHBOARDS-AGENCY,0,,continue,manual,145,FALSE,TRUE,,,,,,
meta-ads,Meta Ads & Pixel Blueprints,"<p><strong>The tracking code, the event map, the campaign structure — and the arithmetic that decides whether any of it can work at the budget you actually have.</strong></p>
<h3>The problem</h3>
<p>Paid traffic fails at small budgets in a way nobody warns about: the campaign never gathers enough conversion events to leave the learning phase, so the algorithm optimises on noise and the money goes out in a straight line. That is arithmetic, and it can be checked before the first cedi is spent — but almost every guide starts with campaign structure and never mentions it.</p>
<p>It deals specifically with:</p>
<ul><li>Spending a budget too small to exit the learning phase</li><li>A Pixel installed but no event map, so nothing is optimisable</li><li>Campaign structures copied from a video with different economics</li><li>No idea what a conversion may cost before it stops making sense</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone about to spend their first $500 on Meta ads</li><li>Agencies running client ads without a documented event map</li><li>Sellers whose Pixel fires on every page and measures nothing</li></ul>
<h3>What you get</h3>
<ul><li>The tracking setup: Pixel and Conversions API, with what each one is actually for</li><li>An event map derived from your funnel, not a generic list of standard events</li><li>Campaign structure per objective, with the budget each structure needs</li><li>The learning-phase arithmetic: events per week required, at your conversion rate</li><li>Maximum allowable cost per acquisition from your own margin</li><li>A verdict that is allowed to say your budget cannot work yet</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter your margin and conversion rate first.</li><li>Read the learning-phase verdict before designing anything. If it says the budget is too small, that is the most valuable output here.</li><li>Build the event map from your real funnel steps.</li><li>Take the tracking spec to whoever installs it — it is written to be handed over.</li><li>Set up campaigns to the structure, and hold the budget it specifies.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A yes or no on paid traffic at your current budget and margin</li><li>An event map you can hand to whoever installs the code</li><li>A campaign structure with a budget that matches it</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting creative or copy — this is measurement and structure</li><li>Advertisers with large budgets and an in-house analyst</li></ul>
<h3>What it cannot do</h3>
<p>It has no access to your ad account and cannot see your results. Everything is computed from figures you enter, and the thresholds are stated on screen.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"meta ads, facebook pixel, conversions api, campaign structure, learning phase, cpa calculator, ad budget, event tracking, paid traffic, offline tool",TRUE,Licence,Solo licence,METAADS-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/meta-ads/square.png,1,"Meta Ads & Pixel Blueprints — Whether your budget can work at all, first","Meta Ads & Pixel Blueprints — Whether your budget can work at all,…","The tracking code, the event map, the campaign structure — and the arithmetic that decides whether any of it can work at the budget you actually have.",active
meta-ads,,,,,,,Licence,Studio licence,METAADS-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
meta-ads,,,,,,,Licence,Agency licence,METAADS-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
seo-content,SEO & Content Marketing Systems,"<p><strong>Keyword selection, clustering, internal linking and structured data, plus the arithmetic that says whether a content programme ever repays what it costs.</strong></p>
<h3>The problem</h3>
<p>Keyword tools answer how many people search a phrase and leave the only question that matters to you: would writing it ever pay you back. So content marketing fails in a predictable way — the articles get written, they are perfectly good, they rank on page four, and eighteen months later nobody can say whether the programme made or lost money.</p>
<p>It deals specifically with:</p>
<ul><li>Keywords chosen by search volume, which is the wrong variable on its own</li><li>Articles written as isolated posts with no cluster or internal linking</li><li>No structured data, so the pages compete without the features that win clicks</li><li>A content budget with no payback model behind it</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone whose blog has forty posts and no traffic</li><li>Agencies selling content retainers they cannot justify with numbers</li><li>Founders deciding between SEO and paid</li></ul>
<h3>What you get</h3>
<ul><li>Keyword selection scored on intent, difficulty and what a click is worth to you</li><li>Clustering — the pillar and its supporting articles, planned as one unit</li><li>An internal linking map that ships with the cluster</li><li>Structured data per article type, written out</li><li>Article briefs detailed enough to hand to a writer or a model</li><li>Payback arithmetic: cost per article against the traffic and value it must earn</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter what a conversion is worth to you. Everything downstream needs it.</li><li>Score your candidate keywords; ignore the volume column on its own.</li><li>Build one cluster completely before writing a second pillar.</li><li>Generate the briefs and the linking map together.</li><li>Check the payback model before committing to a monthly output.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A ranked keyword list where the ranking accounts for what a visitor is worth</li><li>Clusters planned before writing, not discovered afterwards</li><li>The month the programme breaks even, computed from your own costs</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting live keyword data — it makes no network requests, so the volumes are yours to supply</li><li>Sites needing technical SEO audits of existing code</li></ul>
<h3>What it cannot do</h3>
<p>It cannot see the SERP. It structures and computes; the search data has to come from you, from whatever tool you already use.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"seo strategy, keyword research, content clusters, internal linking, structured data, content roi, article brief, organic traffic, blog planning, offline tool",TRUE,Licence,Solo licence,SEOCONTENT-SOLO,0,,continue,manual,49,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/seo-content/square.png,1,SEO & Content Marketing Systems — Not how many search it — whether writing it pays,SEO & Content Marketing Systems — Not how many search it — whether…,"Keyword selection, clustering, internal linking and structured data, plus the arithmetic that says whether a content programme ever repays what it costs.",active
seo-content,,,,,,,Licence,Studio licence,SEOCONTENT-STUDIO,0,,continue,manual,123,FALSE,TRUE,,,,,,
seo-content,,,,,,,Licence,Agency licence,SEOCONTENT-AGENCY,0,,continue,manual,245,FALSE,TRUE,,,,,,
email-marketing,Email Marketing Automation,"<p><strong>A calendar, a launch sequence, subscriber value arithmetic, and the model of what mailing everyone does to the people who still read you.</strong></p>
<h3>The problem</h3>
<p>&#39;Build a list&#39; is advice that stops exactly where the work starts. Nothing in it says what to put in the emails, how often to send, what a subscriber is actually worth, or what mailing everyone every week does to the people who still open — which is the mechanism by which lists quietly die while the subscriber count goes up.</p>
<p>It deals specifically with:</p>
<ul><li>A list that never gets emailed because there is no plan for what to say</li><li>Sending to everyone every time and burning the engaged segment</li><li>No idea what a subscriber is worth, so no idea what acquiring one may cost</li><li>Launch sequences improvised the week of the launch</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone told to &#39;build a list&#39; and left there</li><li>Sellers with a list they are afraid to email</li><li>Creators whose open rate is falling and cannot see why</li></ul>
<h3>What you get</h3>
<ul><li>A send calendar with the cadence your list size and content supply can sustain</li><li>The launch sequence: seven emails over ten days, each with its job</li><li>A lead-magnet design that recruits buyers rather than freebie collectors</li><li>Subscriber value arithmetic — what one is worth, so acquisition has a ceiling</li><li>Segment fatigue modelling: what full-list sending does to your openers</li><li>Drafting prompts built from each email&#39;s own brief</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and set list size, open rate and what a customer is worth.</li><li>Read the subscriber value figure before you plan any acquisition spend.</li><li>Build the calendar around what you can genuinely produce.</li><li>Write the launch sequence in advance and store it.</li><li>Check the fatigue model before any full-list send.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A publishing cadence you can hold for a quarter</li><li>A launch sequence written before launch week</li><li>A number for what a subscriber is worth, and therefore what one may cost</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Sending the emails — no ESP is connected; you paste into yours</li><li>Cold outreach or purchased lists</li></ul>
<h3>What it cannot do</h3>
<p>Every figure comes from your inputs. Deliverability depends on your sending platform and your history, neither of which this can see.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"email marketing, newsletter strategy, launch sequence, lead magnet, subscriber value, email calendar, list building, segmentation, open rate, offline tool",TRUE,Licence,Solo licence,EMAILMARKETING-SOLO,0,,continue,manual,39,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/email-marketing/square.png,1,"Email Marketing Automation — What to send, and what a subscriber is worth","Email Marketing Automation — What to send, and what a subscriber is…","A calendar, a launch sequence, subscriber value arithmetic, and the model of what mailing everyone does to the people who still read you.",active
email-marketing,,,,,,,Licence,Studio licence,EMAILMARKETING-STUDIO,0,,continue,manual,98,FALSE,TRUE,,,,,,
email-marketing,,,,,,,Licence,Agency licence,EMAILMARKETING-AGENCY,0,,continue,manual,195,FALSE,TRUE,,,,,,
social-automation,Social Media Content Automation,"<p><strong>Reconciles what you promised to post, what your source material can yield, and how many hours you have — before week three empties the calendar.</strong></p>
<h3>The problem</h3>
<p>A content plan is allowed to contain three contradictory numbers: what you promised to post, what your source material can actually yield, and how many hours exist. Nothing in the usual planning process forces them to agree, so the calendar is arithmetically impossible on the day it is written — and everyone blames discipline in week three.</p>
<p>It deals specifically with:</p>
<ul><li>Posting schedules that were never producible</li><li>Repurposing claims that do not survive contact with the source material</li><li>Production hours nobody counted</li><li>A queue that empties silently and takes reach with it</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone whose content calendar is half empty by week three</li><li>Agencies promising posting volumes they then cannot staff</li><li>Creators repurposing one video into &#39;twenty pieces of content&#39; in theory</li></ul>
<h3>What you get</h3>
<ul><li>The three-number reconciliation: promise, yield, hours — with the shortfall named</li><li>Realistic repurposing ratios per source type</li><li>A production system with batching, so a week&#39;s posts are made in one session</li><li>A calendar that refuses to schedule more than your inputs support</li><li>Per-platform format specs so one asset is not remade five times</li><li>The rescue plan for a queue that has already run dry</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and enter your posting promise, your source material and your real weekly hours.</li><li>Read the shortfall. Fix it by lowering the promise or raising the input — not by resolving to try harder.</li><li>Set the repurposing ratios to what you have actually achieved before.</li><li>Batch-produce against the calendar in one session per week.</li><li>Re-run the reconciliation whenever you take on a new channel.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A calendar that can survive the month it was written for</li><li>The honest number of posts your source material yields</li><li>A batching session that replaces daily scrambling</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Scheduling or publishing — it plans, it does not post</li><li>Anyone wanting the content written for them</li></ul>
<h3>What it cannot do</h3>
<p>The reconciliation only works with honest hours. Optimistic input produces an optimistic calendar and the same empty week three.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"content calendar, social media planning, repurposing, batch production, posting schedule, content system, creator workflow, capacity planning, instagram planning, offline",TRUE,Licence,Solo licence,SOCIALAUTOMATION-SOLO,0,,continue,manual,39,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/social-automation/square.png,1,Social Media Content Automation — The calendar your week can actually produce,Social Media Content Automation — The calendar your week can actually…,"Reconciles what you promised to post, what your source material can yield, and how many hours you have — before week three empties the calendar.",active
social-automation,,,,,,,Licence,Studio licence,SOCIALAUTOMATION-STUDIO,0,,continue,manual,98,FALSE,TRUE,,,,,,
social-automation,,,,,,,Licence,Agency licence,SOCIALAUTOMATION-AGENCY,0,,continue,manual,195,FALSE,TRUE,,,,,,
youtube-toolkit,The Faceless YouTube Toolkits,"<p><strong>Niche scoring out of 21, a ten-step production workflow with its prompts, a Shorts strategy, a five-layer monetisation stack and the month-by-month income curve.</strong></p>
<h3>The problem</h3>
<p>Content at scale is the hardest income stream to act on, because everything in it is a long game: a niche test, a production workflow, a Shorts strategy, a monetisation stack, an income curve that takes eighteen months to resolve. All of it arrives as prose you read once and then have to remember for a year and a half.</p>
<p>It deals specifically with:</p>
<ul><li>Choosing a niche by interest rather than by RPM and durability</li><li>A production process re-invented per video, so video four takes as long as video one</li><li>Monetisation left entirely to ad revenue</li><li>Quitting at month five because nobody said what month five looks like</li></ul>
<h3>Who it is for</h3>
<ul><li>Anyone starting a faceless channel</li><li>Creators three months in and wondering whether the curve is normal</li><li>People choosing a niche by what they like watching</li></ul>
<h3>What you get</h3>
<ul><li>Niche Scorecard — seven criteria out of 21, with the RPM band attached</li><li>A ten-step production workflow that fills in its own prompts</li><li>A Shorts strategy that feeds the long-form channel rather than replacing it</li><li>The five-layer monetisation stack, calculated on your figures</li><li>A weekly schedule you can actually hold alongside a job</li><li>The month-by-month income curve, with a marker for which row you are on today</li></ul>
<p>Delivered as a ZIP: the app, a START-HERE page, full usage instructions, your licence, and a checksum list of every file. Free updates to the version you bought for 12 months. You keep the files forever either way.</p>
<h3>How you use it</h3>
<ol><li>Open index.html and score three candidate niches before choosing one.</li><li>Run the production workflow for your first video and time each step.</li><li>Set up the monetisation stack early; ad revenue alone is the slowest layer.</li><li>Keep the weekly schedule visible.</li><li>Check the income curve monthly to see whether you are on, above or below the expected row.</li></ol>
<h3>What should be true when you finish</h3>
<ul><li>A niche chosen on scores you can defend in month nine</li><li>A repeatable production run instead of a per-video adventure</li><li>A realistic view of when money appears, so month five is not a surprise</li></ul>
<h3>Do not buy this if</h3>
<ul><li>Anyone wanting videos produced for them</li><li>Channels already monetised and looking for platform-specific optimisation</li></ul>
<h3>What it cannot do</h3>
<p>The income curve is a documented model, not a promise. Your channel will differ; the value is in knowing what normal looks like before you panic.</p>
<p><em>These are decision and drafting tools, not professional advice. They compute from figures you supply and cannot verify any of them. Nothing here is financial, legal, tax, medical or investment advice.</em></p>
<h3>Guarantee</h3>
<p>14-day refund, no questions asked. Reply to your receipt and say the word. Support: hassanmosh5@gmail.com — One reply within two working days, from the person who built it.</p>",MOSH Digital Studios,Digital download,"faceless youtube, youtube automation, niche research, video production workflow, youtube shorts, monetisation, rpm, content at scale, channel planning, offline",TRUE,Licence,Solo licence,YOUTUBETOOLKIT-SOLO,0,,continue,manual,39,FALSE,TRUE,https://REPLACE-ME.example.com/mockups/youtube-toolkit/square.png,1,The Faceless YouTube Toolkits — Six tools for an eighteen-month game,The Faceless YouTube Toolkits — Six tools for an eighteen-month game,"Niche scoring out of 21, a ten-step production workflow with its prompts, a Shorts strategy, a five-layer monetisation stack and the month-by-month income…",active
youtube-toolkit,,,,,,,Licence,Studio licence,YOUTUBETOOLKIT-STUDIO,0,,continue,manual,98,FALSE,TRUE,,,,,,
youtube-toolkit,,,,,,,Licence,Agency licence,YOUTUBETOOLKIT-AGENCY,0,,continue,manual,195,FALSE,TRUE,,,,,,
